Gare,Coordonnées,Ligne,Nombre de stations (100m),Nombre de stations (200m),Nombre de stations (300m),Nombre de stations (400m)
Viroflay Rive Gauche,"48.8007184629288, 2.1713898127563778",TRAIN N,,0.0,,
Viroflay Rive Gauche,"48.8007184629288, 2.1713898127563778",TRAIN N,,,0.0,
Viroflay Rive Gauche,"48.8007184629288, 2.1713898127563778",TRAIN N,,,,0.0
Vaucelles,"49.02177395531071, 2.229376488386947",TRAIN H,0.0,,,
Vaucelles,"49.02177395531071, 2.229376488386947",TRAIN H,,0.0,,
Vaucelles,"49.02177395531071, 2.229376488386947",TRAIN H,,,0.0,
Vaucelles,"49.02177395531071, 2.229376488386947",TRAIN H,,,,0.0
Verneuil-l'Etang,"48.64437362398141, 2.825169932970372",TRAIN P,0.0,,,
Verneuil-l'Etang,"48.64437362398141, 2.825169932970372",TRAIN P,,0.0,,
Verneuil-l'Etang,"48.64437362398141, 2.825169932970372",TRAIN P,,,0.0,
Verneuil-l'Etang,"48.64437362398141, 2.825169932970372",TRAIN P,,,,0.0
Thieux-Nantouillet,"49.00811401680905, 2.680252455973216",TRAIN K,0.0,,,
Thieux-Nantouillet,"49.00811401680905, 2.680252455973216",TRAIN K,,0.0,,
Thieux-Nantouillet,"49.00811401680905, 2.680252455973216",TRAIN K,,,0.0,
Thieux-Nantouillet,"49.00811401680905, 2.680252455973216",TRAIN K,,,,0.0
Tournan,"48.73948720636679, 2.7588245486748937",TRAIN P,0.0,,,
Tournan,"48.73948720636679, 2.7588245486748937",TRAIN P,,0.0,,
Tournan,"48.73948720636679, 2.7588245486748937",TRAIN P,,,0.0,
Tournan,"48.73948720636679, 2.7588245486748937",TRAIN P,,,,0.0
Trappes,"48.77480280884466, 2.0065668690576657",TRAIN N,0.0,,,
Trappes,"48.77480280884466, 2.0065668690576657",TRAIN N,,0.0,,
Trappes,"48.77480280884466, 2.0065668690576657",TRAIN N,,,0.0,
Trappes,"48.77480280884466, 2.0065668690576657",TRAIN N,,,,0.0
Vaires-Torcy,"48.875208264520296, 2.6375907171679738",TRAIN P,0.0,,,
Vaires-Torcy,"48.875208264520296, 2.6375907171679738",TRAIN P,,0.0,,
Vaires-Torcy,"48.875208264520296, 2.6375907171679738",TRAIN P,,,0.0,
Vaires-Torcy,"48.875208264520296, 2.6375907171679738",TRAIN P,,,,0.0
Viarmes,"49.11662788157165, 2.3682535476101876",TRAIN H,0.0,,,
Viarmes,"49.11662788157165, 2.3682535476101876",TRAIN H,,0.0,,
Viarmes,"49.11662788157165, 2.3682535476101876",TRAIN H,,,0.0,
Viarmes,"49.11662788157165, 2.3682535476101876",TRAIN H,,,,0.0
Villaines,"49.079272054054606, 2.3505136376252613",TRAIN H,0.0,,,
Villaines,"49.079272054054606, 2.3505136376252613",TRAIN H,,0.0,,
Villaines,"49.079272054054606, 2.3505136376252613",TRAIN H,,,0.0,
Villaines,"49.079272054054606, 2.3505136376252613",TRAIN H,,,,0.0
Montargis,"48.006601456774845, 2.7431922431979743",TRAIN R,0.0,,,
Montargis,"48.006601456774845, 2.7431922431979743",TRAIN R,,0.0,,
Montargis,"48.006601456774845, 2.7431922431979743",TRAIN R,,,0.0,
Montargis,"48.006601456774845, 2.7431922431979743",TRAIN R,,,,0.0
Le Plessis-Belleville,"49.096120808888976, 2.7446862074424234",TRAIN K,0.0,,,
Le Plessis-Belleville,"49.096120808888976, 2.7446862074424234",TRAIN K,,0.0,,
Le Plessis-Belleville,"49.096120808888976, 2.7446862074424234",TRAIN K,,,0.0,
Le Plessis-Belleville,"49.096120808888976, 2.7446862074424234",TRAIN K,,,,0.0
Paris-Bercy,"48.839081279307386, 2.3830280811464517",GL,1.0,,,
Paris-Bercy,"48.839081279307386, 2.3830280811464517",GL,,2.0,,
Paris-Bercy,"48.839081279307386, 2.3830280811464517",GL,,,2.0,
Paris-Bercy,"48.839081279307386, 2.3830280811464517",GL,,,,4.0
Massy-Palaiseau,"48.72509804026411, 2.259946049525821",RER B,0.0,,,
Massy-Palaiseau,"48.72509804026411, 2.259946049525821",RER B,,0.0,,
Massy-Palaiseau,"48.72509804026411, 2.259946049525821",RER B,,,0.0,
Massy-Palaiseau,"48.72509804026411, 2.259946049525821",RER B,,,,0.0
Neuilly-Plaisance,"48.85290746187024, 2.5143124384334397",RER A,0.0,,,
Neuilly-Plaisance,"48.85290746187024, 2.5143124384334397",RER A,,0.0,,
Neuilly-Plaisance,"48.85290746187024, 2.5143124384334397",RER A,,,0.0,
Neuilly-Plaisance,"48.85290746187024, 2.5143124384334397",RER A,,,,0.0
Sevran-Beaudottes,"48.946893910210804, 2.5247790470568603",RER B,0.0,,,
Sevran-Beaudottes,"48.946893910210804, 2.5247790470568603",RER B,,0.0,,
Sevran-Beaudottes,"48.946893910210804, 2.5247790470568603",RER B,,,0.0,
Sevran-Beaudottes,"48.946893910210804, 2.5247790470568603",RER B,,,,0.0
Saint-Nom-la-Bretèche - Forêt de Marly,"48.86736622488657, 2.051282049428052",TRAIN L,0.0,,,
Saint-Nom-la-Bretèche - Forêt de Marly,"48.86736622488657, 2.051282049428052",TRAIN L,,0.0,,
Saint-Nom-la-Bretèche - Forêt de Marly,"48.86736622488657, 2.051282049428052",TRAIN L,,,0.0,
Saint-Nom-la-Bretèche - Forêt de Marly,"48.86736622488657, 2.051282049428052",TRAIN L,,,,0.0
Villennes-sur-Seine,"48.93948680986661, 1.9996036096602352",TRAIN J,0.0,,,
Villennes-sur-Seine,"48.93948680986661, 1.9996036096602352",TRAIN J,,0.0,,
Villennes-sur-Seine,"48.93948680986661, 1.9996036096602352",TRAIN J,,,0.0,
Villennes-sur-Seine,"48.93948680986661, 1.9996036096602352",TRAIN J,,,,0.0
Bonnières,"49.03876204381963, 1.581532102335018",TRAIN J,0.0,,,
Bonnières,"49.03876204381963, 1.581532102335018",TRAIN J,,0.0,,
Bonnières,"49.03876204381963, 1.581532102335018",TRAIN J,,,0.0,
Bonnières,"49.03876204381963, 1.581532102335018",TRAIN J,,,,0.0
Avenue Foch,"48.86983048806187, 2.2748081536422338",RER C,1.0,,,
Avenue Foch,"48.86983048806187, 2.2748081536422338",RER C,,2.0,,
Avenue Foch,"48.86983048806187, 2.2748081536422338",RER C,,,2.0,
Avenue Foch,"48.86983048806187, 2.2748081536422338",RER C,,,,2.0
Juvisy,"48.689567256029264, 2.383833358799738",RER D,0.0,,,
Juvisy,"48.689567256029264, 2.383833358799738",RER D,,0.0,,
Juvisy,"48.689567256029264, 2.383833358799738",RER D,,,0.0,
Juvisy,"48.689567256029264, 2.383833358799738",RER D,,,,0.0
Massy-Verrières,"48.734888146410114, 2.2740024044842473",RER C,0.0,,,
Massy-Verrières,"48.734888146410114, 2.2740024044842473",RER C,,0.0,,
Massy-Verrières,"48.734888146410114, 2.2740024044842473",RER C,,,0.0,
Massy-Verrières,"48.734888146410114, 2.2740024044842473",RER C,,,,0.0
Meaux,"48.95693142564194, 2.873364799935517",TRAIN P,0.0,,,
Meaux,"48.95693142564194, 2.873364799935517",TRAIN P,,0.0,,
Meaux,"48.95693142564194, 2.873364799935517",TRAIN P,,,0.0,
Meaux,"48.95693142564194, 2.873364799935517",TRAIN P,,,,0.0
La Défense,"48.89218707551516, 2.2370180563950135",TRAIN U,0.0,,,
La Défense,"48.89218707551516, 2.2370180563950135",TRAIN U,,0.0,,
La Défense,"48.89218707551516, 2.2370180563950135",TRAIN U,,,0.0,
La Défense,"48.89218707551516, 2.2370180563950135",TRAIN U,,,,0.0
La Défense,"48.89218707551516, 2.2370180563950135",TRAIN L,0.0,,,
La Défense,"48.89218707551516, 2.2370180563950135",TRAIN L,,0.0,,
La Défense,"48.89218707551516, 2.2370180563950135",TRAIN L,,,0.0,
La Défense,"48.89218707551516, 2.2370180563950135",TRAIN L,,,,0.0
Montry-Condé,"48.89085679537969, 2.8264054973040675",TRAIN P,0.0,,,
Montry-Condé,"48.89085679537969, 2.8264054973040675",TRAIN P,,0.0,,
Montry-Condé,"48.89085679537969, 2.8264054973040675",TRAIN P,,,0.0,
Montry-Condé,"48.89085679537969, 2.8264054973040675",TRAIN P,,,,0.0
Voves,"48.275078231754726, 1.6221196174276982",GL,0.0,,,
Voves,"48.275078231754726, 1.6221196174276982",GL,,0.0,,
Voves,"48.275078231754726, 1.6221196174276982",GL,,,0.0,
Voves,"48.275078231754726, 1.6221196174276982",GL,,,,0.0
Ferrières Fontenay,"48.095892435455106, 2.7721048119391076",TRAIN R,0.0,,,
Ferrières Fontenay,"48.095892435455106, 2.7721048119391076",TRAIN R,,0.0,,
Ferrières Fontenay,"48.095892435455106, 2.7721048119391076",TRAIN R,,,0.0,
Ferrières Fontenay,"48.095892435455106, 2.7721048119391076",TRAIN R,,,,0.0
Gare du Nord,"48.880195486201494, 2.357633204680053",METRO 5,1.0,,,
Gare du Nord,"48.880195486201494, 2.357633204680053",METRO 5,,3.0,,
Gare du Nord,"48.880195486201494, 2.357633204680053",METRO 5,,,5.0,
Gare du Nord,"48.880195486201494, 2.357633204680053",METRO 5,,,,9.0
Pereire-Levallois,"48.88489625421614, 2.297724346480177",METRO 3,1.0,,,
Pereire-Levallois,"48.88489625421614, 2.297724346480177",METRO 3,,2.0,,
Pereire-Levallois,"48.88489625421614, 2.297724346480177",METRO 3,,,3.0,
Pereire-Levallois,"48.88489625421614, 2.297724346480177",METRO 3,,,,5.0
Saint-Lazare,"48.87571908888893, 2.324224580938852",METRO 14,0.0,,,
Saint-Lazare,"48.87571908888893, 2.324224580938852",METRO 14,,5.0,,
Saint-Lazare,"48.87571908888893, 2.324224580938852",METRO 14,,,7.0,
Saint-Lazare,"48.87571908888893, 2.324224580938852",METRO 14,,,,13.0
Nation,"48.84737487779481, 2.3954619948327394",METRO 6,1.0,,,
Nation,"48.84737487779481, 2.3954619948327394",METRO 6,,1.0,,
Nation,"48.84737487779481, 2.3954619948327394",METRO 6,,,4.0,
Nation,"48.84737487779481, 2.3954619948327394",METRO 6,,,,9.0
Boulogne - Jean Jaurès,"48.842005346355, 2.2388873271530727",METRO 10,1.0,,,
Boulogne - Jean Jaurès,"48.842005346355, 2.2388873271530727",METRO 10,,1.0,,
Boulogne - Jean Jaurès,"48.842005346355, 2.2388873271530727",METRO 10,,,2.0,
Boulogne - Jean Jaurès,"48.842005346355, 2.2388873271530727",METRO 10,,,,2.0
Boulogne - Pont de Saint-Cloud,"48.8407450151916, 2.228536981491631",METRO 10,1.0,,,
Boulogne - Pont de Saint-Cloud,"48.8407450151916, 2.228536981491631",METRO 10,,1.0,,
Boulogne - Pont de Saint-Cloud,"48.8407450151916, 2.228536981491631",METRO 10,,,1.0,
Boulogne - Pont de Saint-Cloud,"48.8407450151916, 2.228536981491631",METRO 10,,,,3.0
Boissière,"48.86698310851503, 2.2900588335804866",METRO 6,1.0,,,
Boissière,"48.86698310851503, 2.2900588335804866",METRO 6,,1.0,,
Boissière,"48.86698310851503, 2.2900588335804866",METRO 6,,,3.0,
Boissière,"48.86698310851503, 2.2900588335804866",METRO 6,,,,4.0
Alma-Marceau,"48.864766844037305, 2.300991003495584",METRO 9,1.0,,,
Alma-Marceau,"48.864766844037305, 2.300991003495584",METRO 9,,2.0,,
Alma-Marceau,"48.864766844037305, 2.300991003495584",METRO 9,,,2.0,
Alma-Marceau,"48.864766844037305, 2.300991003495584",METRO 9,,,,2.0
Anatole France,"48.892082785032315, 2.2850095013824134",METRO 3,1.0,,,
Anatole France,"48.892082785032315, 2.2850095013824134",METRO 3,,1.0,,
Anatole France,"48.892082785032315, 2.2850095013824134",METRO 3,,,1.0,
Anatole France,"48.892082785032315, 2.2850095013824134",METRO 3,,,,2.0
Argentine,"48.875336841182126, 2.2901275088247",METRO 1,0.0,,,
Argentine,"48.875336841182126, 2.2901275088247",METRO 1,,1.0,,
Argentine,"48.875336841182126, 2.2901275088247",METRO 1,,,2.0,
Argentine,"48.875336841182126, 2.2901275088247",METRO 1,,,,4.0
Châtillon-Montrouge,"48.81074648584623, 2.301678555482428",METRO 13,0.0,,,
Châtillon-Montrouge,"48.81074648584623, 2.301678555482428",METRO 13,,2.0,,
Châtillon-Montrouge,"48.81074648584623, 2.301678555482428",METRO 13,,,2.0,
Châtillon-Montrouge,"48.81074648584623, 2.301678555482428",METRO 13,,,,2.0
Commerce,"48.844794762777255, 2.293951963648717",METRO 8,1.0,,,
Commerce,"48.844794762777255, 2.293951963648717",METRO 8,,1.0,,
Commerce,"48.844794762777255, 2.293951963648717",METRO 8,,,6.0,
Commerce,"48.844794762777255, 2.293951963648717",METRO 8,,,,6.0
Concorde,"48.86628580364943, 2.322943412243541",METRO 1,0.0,,,
Concorde,"48.86628580364943, 2.322943412243541",METRO 1,,1.0,,
Concorde,"48.86628580364943, 2.322943412243541",METRO 1,,,1.0,
Concorde,"48.86628580364943, 2.322943412243541",METRO 1,,,,2.0
Concorde,"48.86616711401473, 2.323175680856618",METRO 12,0.0,,,
Concorde,"48.86616711401473, 2.323175680856618",METRO 12,,1.0,,
Concorde,"48.86616711401473, 2.323175680856618",METRO 12,,,1.0,
Concorde,"48.86616711401473, 2.323175680856618",METRO 12,,,,2.0
George V,"48.87202380946529, 2.300560451236721",METRO 1,2.0,,,
George V,"48.87202380946529, 2.300560451236721",METRO 1,,5.0,,
George V,"48.87202380946529, 2.300560451236721",METRO 1,,,8.0,
George V,"48.87202380946529, 2.300560451236721",METRO 1,,,,12.0
Gabriel Péri,"48.91638230898788, 2.2946851117025537",METRO 13,1.0,,,
Gabriel Péri,"48.91638230898788, 2.2946851117025537",METRO 13,,1.0,,
Gabriel Péri,"48.91638230898788, 2.2946851117025537",METRO 13,,,1.0,
Gabriel Péri,"48.91638230898788, 2.2946851117025537",METRO 13,,,,1.0
Hôtel de Ville,"48.857477981594855, 2.3515775629949958",METRO 1,1.0,,,
Hôtel de Ville,"48.857477981594855, 2.3515775629949958",METRO 1,,5.0,,
Hôtel de Ville,"48.857477981594855, 2.3515775629949958",METRO 1,,,5.0,
Hôtel de Ville,"48.857477981594855, 2.3515775629949958",METRO 1,,,,11.0
Étienne Marcel,"48.863972477882776, 2.3496175641598396",METRO 4,0.0,,,
Étienne Marcel,"48.863972477882776, 2.3496175641598396",METRO 4,,3.0,,
Étienne Marcel,"48.863972477882776, 2.3496175641598396",METRO 4,,,9.0,
Étienne Marcel,"48.863972477882776, 2.3496175641598396",METRO 4,,,,13.0
Jacques Bonsergent,"48.870396388290395, 2.3614002104327767",METRO 5,1.0,,,
Jacques Bonsergent,"48.870396388290395, 2.3614002104327767",METRO 5,,3.0,,
Jacques Bonsergent,"48.870396388290395, 2.3614002104327767",METRO 5,,,5.0,
Jacques Bonsergent,"48.870396388290395, 2.3614002104327767",METRO 5,,,,10.0
Jaurès,"48.882465244637686, 2.3701579617396105",METRO 7bis,0.0,,,
Jaurès,"48.882465244637686, 2.3701579617396105",METRO 7bis,,2.0,,
Jaurès,"48.882465244637686, 2.3701579617396105",METRO 7bis,,,5.0,
Jaurès,"48.882465244637686, 2.3701579617396105",METRO 7bis,,,,7.0
Malakoff - Rue Étienne Dolet,"48.815307530265535, 2.297077796972984",METRO 13,1.0,,,
Malakoff - Rue Étienne Dolet,"48.815307530265535, 2.297077796972984",METRO 13,,1.0,,
Malakoff - Rue Étienne Dolet,"48.815307530265535, 2.297077796972984",METRO 13,,,1.0,
Malakoff - Rue Étienne Dolet,"48.815307530265535, 2.297077796972984",METRO 13,,,,1.0
Maraîchers,"48.8527251192356, 2.4060891618687723",METRO 9,1.0,,,
Maraîchers,"48.8527251192356, 2.4060891618687723",METRO 9,,2.0,,
Maraîchers,"48.8527251192356, 2.4060891618687723",METRO 9,,,4.0,
Maraîchers,"48.8527251192356, 2.4060891618687723",METRO 9,,,,8.0
Le Kremlin-Bicêtre,"48.810129956339246, 2.3622633871273484",METRO 7,1.0,,,
Le Kremlin-Bicêtre,"48.810129956339246, 2.3622633871273484",METRO 7,,1.0,,
Le Kremlin-Bicêtre,"48.810129956339246, 2.3622633871273484",METRO 7,,,2.0,
Le Kremlin-Bicêtre,"48.810129956339246, 2.3622633871273484",METRO 7,,,,2.0
Les Gobelins,"48.83593030194427, 2.3525422662627014",METRO 7,0.0,,,
Les Gobelins,"48.83593030194427, 2.3525422662627014",METRO 7,,2.0,,
Les Gobelins,"48.83593030194427, 2.3525422662627014",METRO 7,,,3.0,
Les Gobelins,"48.83593030194427, 2.3525422662627014",METRO 7,,,,4.0
Liberté,"48.82662006452886, 2.405851943981901",METRO 8,1.0,,,
Liberté,"48.82662006452886, 2.405851943981901",METRO 8,,1.0,,
Liberté,"48.82662006452886, 2.405851943981901",METRO 8,,,1.0,
Liberté,"48.82662006452886, 2.405851943981901",METRO 8,,,,2.0
Madeleine,"48.87023324246549, 2.325163546827897",METRO 12,1.0,,,
Madeleine,"48.87023324246549, 2.325163546827897",METRO 12,,3.0,,
Madeleine,"48.87023324246549, 2.325163546827897",METRO 12,,,3.0,
Madeleine,"48.87023324246549, 2.325163546827897",METRO 12,,,,5.0
Mairie des Lilas,"48.87976125216355, 2.4164796436815146",METRO 11,1.0,,,
Mairie des Lilas,"48.87976125216355, 2.4164796436815146",METRO 11,,1.0,,
Mairie des Lilas,"48.87976125216355, 2.4164796436815146",METRO 11,,,1.0,
Mairie des Lilas,"48.87976125216355, 2.4164796436815146",METRO 11,,,,3.0
Palais Royal - Musée du Louvre,"48.862348029905775, 2.336496460942477",METRO 1,0.0,,,
Palais Royal - Musée du Louvre,"48.862348029905775, 2.336496460942477",METRO 1,,3.0,,
Palais Royal - Musée du Louvre,"48.862348029905775, 2.336496460942477",METRO 1,,,6.0,
Palais Royal - Musée du Louvre,"48.862348029905775, 2.336496460942477",METRO 1,,,,7.0
Parmentier,"48.86525378511986, 2.3745819699964117",METRO 3,1.0,,,
Parmentier,"48.86525378511986, 2.3745819699964117",METRO 3,,3.0,,
Parmentier,"48.86525378511986, 2.3745819699964117",METRO 3,,,5.0,
Parmentier,"48.86525378511986, 2.3745819699964117",METRO 3,,,,11.0
Pasteur,"48.84267681904916, 2.3128127748369014",METRO 6,1.0,,,
Pasteur,"48.84267681904916, 2.3128127748369014",METRO 6,,1.0,,
Pasteur,"48.84267681904916, 2.3128127748369014",METRO 6,,,3.0,
Pasteur,"48.84267681904916, 2.3128127748369014",METRO 6,,,,6.0
Père Lachaise,"48.8631232137076, 2.385882449326147",METRO 3,1.0,,,
Père Lachaise,"48.8631232137076, 2.385882449326147",METRO 3,,1.0,,
Père Lachaise,"48.8631232137076, 2.385882449326147",METRO 3,,,1.0,
Père Lachaise,"48.8631232137076, 2.385882449326147",METRO 3,,,,2.0
Nationale,"48.83321671877524, 2.362856399519012",METRO 6,1.0,,,
Nationale,"48.83321671877524, 2.362856399519012",METRO 6,,1.0,,
Nationale,"48.83321671877524, 2.362856399519012",METRO 6,,,1.0,
Nationale,"48.83321671877524, 2.362856399519012",METRO 6,,,,3.0
Odéon,"48.852300762159715, 2.339727781593095",METRO 4,0.0,,,
Odéon,"48.852300762159715, 2.339727781593095",METRO 4,,3.0,,
Odéon,"48.852300762159715, 2.339727781593095",METRO 4,,,5.0,
Odéon,"48.852300762159715, 2.339727781593095",METRO 4,,,,12.0
Pont de Sèvres,"48.829746119059685, 2.2310281002026207",METRO 9,1.0,,,
Pont de Sèvres,"48.829746119059685, 2.2310281002026207",METRO 9,,1.0,,
Pont de Sèvres,"48.829746119059685, 2.2310281002026207",METRO 9,,,1.0,
Pont de Sèvres,"48.829746119059685, 2.2310281002026207",METRO 9,,,,4.0
Porte de Choisy,"48.81987622012246, 2.3645319531092004",METRO 7,0.0,,,
Porte de Choisy,"48.81987622012246, 2.3645319531092004",METRO 7,,1.0,,
Porte de Choisy,"48.81987622012246, 2.3645319531092004",METRO 7,,,2.0,
Porte de Choisy,"48.81987622012246, 2.3645319531092004",METRO 7,,,,5.0
Simplon,"48.89434384790808, 2.3474307799602045",METRO 4,1.0,,,
Simplon,"48.89434384790808, 2.3474307799602045",METRO 4,,1.0,,
Simplon,"48.89434384790808, 2.3474307799602045",METRO 4,,,4.0,
Simplon,"48.89434384790808, 2.3474307799602045",METRO 4,,,,5.0
Solférino,"48.85849912278188, 2.3231676112467445",METRO 12,1.0,,,
Solférino,"48.85849912278188, 2.3231676112467445",METRO 12,,1.0,,
Solférino,"48.85849912278188, 2.3231676112467445",METRO 12,,,3.0,
Solférino,"48.85849912278188, 2.3231676112467445",METRO 12,,,,6.0
Porte de Versailles,"48.83244909820875, 2.288022141100324",METRO 12,1.0,,,
Porte de Versailles,"48.83244909820875, 2.288022141100324",METRO 12,,2.0,,
Porte de Versailles,"48.83244909820875, 2.288022141100324",METRO 12,,,3.0,
Porte de Versailles,"48.83244909820875, 2.288022141100324",METRO 12,,,,5.0
Porte d'Italie,"48.81922334867439, 2.35970521674602",METRO 7,1.0,,,
Porte d'Italie,"48.81922334867439, 2.35970521674602",METRO 7,,1.0,,
Porte d'Italie,"48.81922334867439, 2.35970521674602",METRO 7,,,2.0,
Porte d'Italie,"48.81922334867439, 2.35970521674602",METRO 7,,,,3.0
Porte d'Ivry,"48.82135578287942, 2.369290587346029",METRO 7,1.0,,,
Porte d'Ivry,"48.82135578287942, 2.369290587346029",METRO 7,,1.0,,
Porte d'Ivry,"48.82135578287942, 2.369290587346029",METRO 7,,,3.0,
Porte d'Ivry,"48.82135578287942, 2.369290587346029",METRO 7,,,,5.0
Richard Lenoir,"48.859873622536846, 2.3719139801008366",METRO 5,1.0,,,
Richard Lenoir,"48.859873622536846, 2.3719139801008366",METRO 5,,1.0,,
Richard Lenoir,"48.859873622536846, 2.3719139801008366",METRO 5,,,2.0,
Richard Lenoir,"48.859873622536846, 2.3719139801008366",METRO 5,,,,8.0
Pyramides,"48.865737865732086, 2.3344377148655506",METRO 7,1.0,,,
Pyramides,"48.865737865732086, 2.3344377148655506",METRO 7,,2.0,,
Pyramides,"48.865737865732086, 2.3344377148655506",METRO 7,,,8.0,
Pyramides,"48.865737865732086, 2.3344377148655506",METRO 7,,,,10.0
Pyrénées,"48.87388185322374, 2.385316215101792",METRO 11,1.0,,,
Pyrénées,"48.87388185322374, 2.385316215101792",METRO 11,,1.0,,
Pyrénées,"48.87388185322374, 2.385316215101792",METRO 11,,,3.0,
Pyrénées,"48.87388185322374, 2.385316215101792",METRO 11,,,,6.0
Rambuteau,"48.861204989395915, 2.3534957414911455",METRO 11,1.0,,,
Rambuteau,"48.861204989395915, 2.3534957414911455",METRO 11,,2.0,,
Rambuteau,"48.861204989395915, 2.3534957414911455",METRO 11,,,8.0,
Rambuteau,"48.861204989395915, 2.3534957414911455",METRO 11,,,,10.0
Raspail,"48.838964279775986, 2.330754192086215",METRO 4,1.0,,,
Raspail,"48.838964279775986, 2.330754192086215",METRO 4,,1.0,,
Raspail,"48.838964279775986, 2.330754192086215",METRO 4,,,2.0,
Raspail,"48.838964279775986, 2.330754192086215",METRO 4,,,,3.0
Réaumur Sébastopol,"48.866496342855754, 2.3513589155329915",METRO 3,1.0,,,
Réaumur Sébastopol,"48.866496342855754, 2.3513589155329915",METRO 3,,3.0,,
Réaumur Sébastopol,"48.866496342855754, 2.3513589155329915",METRO 3,,,7.0,
Réaumur Sébastopol,"48.866496342855754, 2.3513589155329915",METRO 3,,,,11.0
République,"48.86760087916799, 2.3627573800027624",METRO 8,1.0,,,
République,"48.86760087916799, 2.3627573800027624",METRO 8,,3.0,,
République,"48.86760087916799, 2.3627573800027624",METRO 8,,,7.0,
République,"48.86760087916799, 2.3627573800027624",METRO 8,,,,10.0
République,"48.86778029961571, 2.362928700156112",METRO 9,1.0,,,
République,"48.86778029961571, 2.362928700156112",METRO 9,,3.0,,
République,"48.86778029961571, 2.362928700156112",METRO 9,,,6.0,
République,"48.86778029961571, 2.362928700156112",METRO 9,,,,10.0
Saint-Marcel,"48.838427296033, 2.3609671676988544",METRO 5,1.0,,,
Saint-Marcel,"48.838427296033, 2.3609671676988544",METRO 5,,2.0,,
Saint-Marcel,"48.838427296033, 2.3609671676988544",METRO 5,,,3.0,
